id,behavior
0,MB_NORMAL
1,MB_NORMAL
2,MB_NORMAL
3,MB_NORMAL
4,MB_NORMAL
5,MB_NORMAL
6,MB_NORMAL
7,MB_NORMAL
8,MB_NORMAL
9,MB_NORMAL
10,MB_NORMAL
11,MB_TALL_GRASS
12,MB_TALL_GRASS
13,MB_TALL_GRASS
14,MB_NORMAL
15,MB_NORMAL
16,MB_NORMAL
17,MB_NORMAL
18,MB_NORMAL
19,MB_NORMAL
20,MB_NORMAL
21,MB_NORMAL
22,MB_NORMAL
23,MB_NORMAL
24,MB_NORMAL
25,MB_NORMAL
26,MB_NORMAL
27,MB_NORMAL
28,MB_NORMAL
29,MB_NORMAL
30,MB_NORMAL
31,MB_NORMAL
32,MB_NORMAL
33,MB_NORMAL
34,MB_NORMAL
35,MB_NORMAL
36,MB_NORMAL
37,MB_NORMAL
38,MB_NORMAL
39,MB_NORMAL
40,MB_NORMAL
41,MB_NORMAL
42,MB_NORMAL
43,MB_NORMAL
44,MB_NORMAL
45,MB_NORMAL
46,MB_NORMAL
47,MB_NORMAL
48,MB_NORMAL
49,MB_NORMAL
50,MB_NORMAL
51,MB_UNUSED_A1
52,MB_NORMAL
53,MB_NORMAL
54,MB_NORMAL
55,MB_NORMAL
56,MB_POND_WATER
57,MB_DEEP_WATER
58,MB_NORMAL
59,MB_NORMAL
60,MB_NORMAL
61,MB_ANIMATED_DOOR
62,MB_NORMAL
63,MB_NORMAL
64,MB_NORMAL
65,MB_NORMAL
66,MB_NORMAL
67,MB_NORMAL
68,MB_NORMAL
69,MB_NORMAL
70,MB_NORMAL
71,MB_NORMAL
72,MB_OCEAN_WATER
73,MB_OCEAN_WATER
74,MB_OCEAN_WATER
75,MB_NORMAL
76,MB_NORMAL
77,MB_NORMAL
78,MB_NORMAL
79,MB_NORMAL
80,MB_NORMAL
81,MB_OCEAN_WATER
82,MB_NORMAL
83,MB_NORMAL
84,MB_NORMAL
85,MB_NORMAL
86,MB_NORMAL
87,MB_NORMAL
88,MB_OCEAN_WATER
89,MB_OCEAN_WATER
90,MB_OCEAN_WATER
91,MB_NORMAL
92,MB_NORMAL
93,MB_NORMAL
94,MB_NORMAL
95,MB_NORMAL
96,MB_NORMAL
97,MB_ANIMATED_DOOR
98,MB_ANIMATED_DOOR
99,MB_NORMAL
100,MB_NORMAL
101,MB_NORMAL
102,MB_NORMAL
103,MB_NORMAL
104,MB_NORMAL
105,MB_NORMAL
106,MB_NORMAL
107,MB_NORMAL
108,MB_NORMAL
109,MB_NORMAL
110,MB_NORMAL
111,MB_NORMAL
112,MB_NORMAL
113,MB_NORMAL
114,MB_NORMAL
115,MB_NORMAL
116,MB_NORMAL
117,MB_NORMAL
118,MB_NORMAL
119,MB_NORMAL
120,MB_NORMAL
121,MB_NORMAL
122,MB_NORMAL
123,MB_NORMAL
124,MB_NORMAL
125,MB_NORMAL
126,MB_NORMAL
127,MB_NORMAL
128,MB_NORMAL
129,MB_NORMAL
130,MB_NORMAL
131,MB_JUMP_WEST
132,MB_JUMP_EAST
133,MB_JUMP_WEST
134,MB_JUMP_EAST
135,MB_JUMP_SOUTH
136,MB_NORMAL
137,MB_ROCK_STAIRS
138,MB_NORMAL
139,MB_JUMP_WEST
140,MB_JUMP_EAST
141,MB_NORMAL
142,MB_NORMAL
143,MB_JUMP_SOUTH
144,MB_NORMAL
145,MB_ROCK_STAIRS
146,MB_NORMAL
147,MB_NORMAL
148,MB_NORMAL
149,MB_JUMP_WEST
150,MB_JUMP_EAST
151,MB_JUMP_SOUTH
152,MB_NORMAL
153,MB_NORMAL
154,MB_NORMAL
155,MB_NORMAL
156,MB_NORMAL
157,MB_NORMAL
158,MB_NORMAL
159,MB_NORMAL
160,MB_NORMAL
161,MB_NORMAL
162,MB_NORMAL
163,MB_JUMP_WEST
164,MB_JUMP_EAST
165,MB_JUMP_WEST
166,MB_JUMP_EAST
167,MB_NORMAL
168,MB_NORMAL
169,MB_NON_ANIMATED_DOOR
170,MB_NORMAL
171,MB_JUMP_WEST
172,MB_JUMP_EAST
173,MB_NORMAL
174,MB_NORMAL
175,MB_NORMAL
176,MB_JUMP_SOUTH
177,MB_JUMP_SOUTH
178,MB_NORMAL
179,MB_NORMAL
180,MB_NORMAL
181,MB_NORMAL
182,MB_NORMAL
183,MB_NORMAL
184,MB_JUMP_SOUTH
185,MB_JUMP_SOUTH
186,MB_NORMAL
187,MB_NORMAL
188,MB_NORMAL
189,MB_NORMAL
190,MB_NORMAL
191,MB_NORMAL
192,MB_JUMP_SOUTH
193,MB_JUMP_SOUTH
194,MB_NORMAL
195,MB_NORMAL
196,MB_NORMAL
197,MB_NORMAL
198,MB_NORMAL
199,MB_NORMAL
200,MB_JUMP_SOUTH
201,MB_JUMP_SOUTH
202,MB_NORMAL
203,MB_NORMAL
204,MB_NORMAL
205,MB_NORMAL
206,MB_NORMAL
207,MB_NORMAL
208,MB_NORMAL
209,MB_NORMAL
210,MB_NORMAL
211,MB_NORMAL
212,MB_NORMAL
213,MB_NORMAL
214,MB_NORMAL
215,MB_NORMAL
216,MB_NORMAL
217,MB_NORMAL
218,MB_NORMAL
219,MB_NORMAL
220,MB_NORMAL
221,MB_NORMAL
222,MB_NORMAL
223,MB_NORMAL
224,MB_NORMAL
225,MB_NORMAL
226,MB_NORMAL
227,MB_NORMAL
228,MB_NORMAL
229,MB_NORMAL
230,MB_NORMAL
231,MB_NORMAL
232,MB_NORMAL
233,MB_NORMAL
234,MB_NORMAL
235,MB_NORMAL
236,MB_NORMAL
237,MB_NORMAL
238,MB_NORMAL
239,MB_NORMAL
240,MB_NORMAL
241,MB_NORMAL
242,MB_NORMAL
243,MB_NORMAL
244,MB_NORMAL
245,MB_NORMAL
246,MB_NORMAL
247,MB_NORMAL
248,MB_NORMAL
249,MB_NORMAL
250,MB_NORMAL
251,MB_NORMAL
252,MB_NORMAL
253,MB_NORMAL
254,MB_NORMAL
255,MB_NORMAL
256,MB_OCEAN_WATER
257,MB_OCEAN_WATER
258,MB_NORMAL
259,MB_NORMAL
260,MB_NORMAL
261,MB_NORMAL
262,MB_NORMAL
263,MB_NORMAL
264,MB_OCEAN_WATER
265,MB_OCEAN_WATER
266,MB_OCEAN_WATER
267,MB_OCEAN_WATER
268,MB_SHALLOW_WATER
269,MB_SHALLOW_WATER
270,MB_SHALLOW_WATER
271,MB_NORMAL
272,MB_OCEAN_WATER
273,MB_OCEAN_WATER
274,MB_OCEAN_WATER
275,MB_OCEAN_WATER
276,MB_SHALLOW_WATER
277,MB_SAND
278,MB_SHALLOW_WATER
279,MB_NORMAL
280,MB_OCEAN_WATER
281,MB_OCEAN_WATER
282,MB_OCEAN_WATER
283,MB_OCEAN_WATER
284,MB_SHALLOW_WATER
285,MB_SHALLOW_WATER
286,MB_SHALLOW_WATER
287,MB_NORMAL
288,MB_OCEAN_WATER
289,MB_OCEAN_WATER
290,MB_OCEAN_WATER
291,MB_OCEAN_WATER
292,MB_OCEAN_WATER
293,MB_SHALLOW_WATER
294,MB_SHALLOW_WATER
295,MB_WATERFALL
296,MB_OCEAN_WATER
297,MB_OCEAN_WATER
298,MB_OCEAN_WATER
299,MB_OCEAN_WATER
300,MB_OCEAN_WATER
301,MB_SHALLOW_WATER
302,MB_SHALLOW_WATER
303,MB_WATERFALL
304,MB_OCEAN_WATER
305,MB_OCEAN_WATER
306,MB_NORMAL
307,MB_NORMAL
308,MB_NORMAL
309,MB_NORMAL
310,MB_NORMAL
311,MB_NORMAL
312,MB_EAST_ARROW_WARP
313,MB_NORMAL
314,MB_NORMAL
315,MB_NORMAL
316,MB_WEST_ARROW_WARP
317,MB_NORMAL
318,MB_NORMAL
319,MB_NORMAL
320,MB_EAST_ARROW_WARP
321,MB_NORMAL
322,MB_NORMAL
323,MB_NORMAL
324,MB_WEST_ARROW_WARP
325,MB_SEAWEED_NO_SURFACING
326,MB_NORMAL
327,MB_NORMAL
328,MB_NORMAL
329,MB_NORMAL
330,MB_NORMAL
331,MB_NORMAL
332,MB_NORMAL
333,MB_NORMAL
334,MB_NORMAL
335,MB_NORMAL
336,MB_NORMAL
337,MB_CABLE_BOX_RESULTS_1
338,MB_NORMAL
339,MB_NORMAL
340,MB_NORMAL
341,MB_NORMAL
342,MB_NORMAL
343,MB_NORMAL
344,MB_NORMAL
345,MB_NORMAL
346,MB_NORMAL
347,MB_ANIMATED_DOOR
348,MB_NORMAL
349,MB_NORMAL
350,MB_NORMAL
351,MB_NORMAL
352,MB_NORMAL
353,MB_NORMAL
354,MB_NORMAL
355,MB_NORMAL
356,MB_NORMAL
357,MB_NORMAL
358,MB_NORMAL
359,MB_NORMAL
360,MB_NORMAL
361,MB_NORMAL
362,MB_NORMAL
363,MB_NORMAL
364,MB_NORMAL
365,MB_NORMAL
366,MB_NORMAL
367,MB_NORMAL
368,MB_NORMAL
369,MB_NORMAL
370,MB_NORMAL
371,MB_NORMAL
372,MB_NORMAL
373,MB_NORMAL
374,MB_NORMAL
375,MB_NORMAL
376,MB_SOUTH_ARROW_WARP
377,MB_SOUTH_ARROW_WARP
378,MB_SOUTH_ARROW_WARP
379,MB_SOUTH_ARROW_WARP
380,MB_NORMAL
381,MB_NORMAL
382,MB_NORMAL
383,MB_NORMAL
384,MB_NORMAL
385,MB_NORMAL
386,MB_NORMAL
387,MB_NORMAL
388,MB_NORMAL
389,MB_NORMAL
390,MB_NORMAL
391,MB_NORMAL
392,MB_NORMAL
393,MB_NORMAL
394,MB_NORMAL
395,MB_NORMAL
396,MB_NORMAL
397,MB_NORMAL
398,MB_NORMAL
399,MB_NORMAL
400,MB_NORMAL
401,MB_NON_ANIMATED_DOOR
402,MB_NORMAL
403,MB_NORMAL
404,MB_NORMAL
405,MB_NORMAL
406,MB_NORMAL
407,MB_NORMAL
408,MB_NORMAL
409,MB_NORMAL
410,MB_NORMAL
411,MB_NORMAL
412,MB_NORMAL
413,MB_NORMAL
414,MB_NORMAL
415,MB_NORMAL
416,MB_POND_WATER
417,MB_POND_WATER
418,MB_POND_WATER
419,MB_NORMAL
420,MB_NORMAL
421,MB_POND_WATER
422,MB_POND_WATER
423,MB_POND_WATER
424,MB_NORMAL
425,MB_NORMAL
426,MB_NORMAL
427,MB_POND_WATER
428,MB_POND_WATER
429,MB_OCEAN_WATER
430,MB_OCEAN_WATER
431,MB_OCEAN_WATER
432,MB_POND_WATER
433,MB_NORMAL
434,MB_NORMAL
435,MB_POND_WATER
436,MB_POND_WATER
437,MB_NORMAL
438,MB_UNUSED_A1
439,MB_UNUSED_A1
440,MB_NORMAL
441,MB_NORMAL
442,MB_NORMAL
443,MB_NORMAL
444,MB_NORMAL
445,MB_NORMAL
446,MB_NORMAL
447,MB_NORMAL
448,MB_NORMAL
449,MB_NORMAL
450,MB_NORMAL
451,MB_NORMAL
452,MB_NORMAL
453,MB_NORMAL
454,MB_NORMAL
455,MB_NORMAL
456,MB_NORMAL
457,MB_NORMAL
458,MB_NORMAL
459,MB_OCEAN_WATER
460,MB_OCEAN_WATER
461,MB_OCEAN_WATER
462,MB_OCEAN_WATER
463,MB_OCEAN_WATER
464,MB_POND_WATER
465,MB_POND_WATER
466,MB_POND_WATER
467,MB_OCEAN_WATER
468,MB_OCEAN_WATER
469,MB_NORMAL
470,MB_CABLE_BOX_RESULTS_1
471,MB_UNUSED_A1
472,MB_SAND
473,MB_OCEAN_WATER
474,MB_NORMAL
475,MB_OCEAN_WATER
476,MB_OCEAN_WATER
477,MB_NORMAL
478,MB_SOUTH_ARROW_WARP
479,MB_NORMAL
480,MB_ROCK_CLIMB
481,MB_ROCK_CLIMB
482,MB_NORMAL
483,MB_NORMAL
484,MB_NORMAL
485,MB_NORMAL
486,MB_NORMAL
487,MB_JUMP_EAST
488,MB_NORMAL
489,MB_NORMAL
490,MB_NORMAL
491,MB_NORMAL
492,MB_NORMAL
493,MB_NORMAL
494,MB_NORMAL
495,MB_NORMAL
496,MB_NORMAL
497,MB_NORMAL
498,MB_NORMAL
499,MB_NORMAL
500,MB_NORMAL
501,MB_NORMAL
502,MB_NORMAL
503,MB_NORMAL
504,MB_NORMAL
505,MB_NORMAL
506,MB_POND_WATER
507,MB_NORMAL
508,MB_NORMAL
509,MB_NORMAL
510,MB_EAST_ARROW_WARP
511,MB_NORMAL
512,MB_NORMAL
513,MB_OCEAN_WATER
514,MB_NORMAL
515,MB_NORMAL
516,MB_NORMAL
517,MB_NORMAL
518,MB_NORMAL
519,MB_MOUNTAIN_TOP
520,MB_OCEAN_WATER
521,MB_OCEAN_WATER
522,MB_NORMAL
523,MB_NORMAL
524,MB_OCEAN_WATER
525,MB_NORMAL
526,MB_NORMAL
527,MB_NORMAL
528,MB_NORMAL
529,MB_NORMAL
530,MB_OCEAN_WATER
531,MB_OCEAN_WATER
532,MB_NORMAL
533,MB_OCEAN_WATER
534,MB_OCEAN_WATER
535,MB_NORMAL
536,MB_NORMAL
537,MB_JUMP_SOUTH
538,MB_NORMAL
539,MB_NORMAL
540,MB_NORMAL
541,MB_NORMAL
542,MB_TALL_GRASS
543,MB_NORMAL
544,MB_NORMAL
545,MB_OCEAN_WATER
546,MB_OCEAN_WATER
547,MB_NORMAL
548,MB_OCEAN_WATER
549,MB_OCEAN_WATER
550,MB_OCEAN_WATER
551,MB_NORMAL
552,MB_NORMAL
553,MB_JUMP_SOUTH
554,MB_UNUSED_A1
555,MB_UNUSED_A1
556,MB_NORMAL
557,MB_NORMAL
558,MB_NORMAL
559,MB_NORMAL
560,MB_NORMAL
561,MB_NORMAL
562,MB_JUMP_SOUTH
563,MB_JUMP_SOUTH
564,MB_NORMAL
565,MB_NORMAL
566,MB_NORMAL
567,MB_NORMAL
568,MB_JUMP_SOUTH
569,MB_JUMP_SOUTH
570,MB_JUMP_SOUTH
571,MB_JUMP_SOUTH
572,MB_NORMAL
573,MB_NORMAL
574,MB_NORMAL
575,MB_NORMAL
576,MB_OCEAN_WATER
577,MB_NORMAL
578,MB_NORMAL
579,MB_NORMAL
580,MB_INTERIOR_DEEP_WATER
581,MB_NORMAL
582,MB_NORMAL
583,MB_NORMAL
584,MB_NORMAL
585,MB_NORMAL
586,MB_NORMAL
587,MB_NORMAL
588,MB_BRIDGE_OVER_POND_MED
589,MB_NORMAL
590,MB_NORMAL
591,MB_NORMAL
592,MB_OCEAN_WATER
593,MB_NORMAL
594,MB_NORMAL
595,MB_BRIDGE_OVER_POND_MED
596,MB_BRIDGE_OVER_POND_MED
